id,contentment
26317,neutral or discontent
49857,content
129823,neutral or discontent
106140,neutral or discontent
75111,neutral or discontent
51266,neutral or discontent
83044,neutral or discontent
18309,content
19368,content
90182,neutral or discontent
32271,neutral or discontent
80416,content
32510,content
61482,content
44046,neutral or discontent
39049,content
46571,content
83469,content
99491,neutral or discontent
112630,content
127308,content
112700,neutral or discontent
4263,neutral or discontent
59185,content
37324,content
86282,neutral or discontent
42126,neutral or discontent
8509,neutral or discontent
126424,neutral or discontent
26456,neutral or discontent
45645,neutral or discontent
39683,neutral or discontent
9955,neutral or discontent
69147,neutral or discontent
113065,neutral or discontent
68722,content
124125,content
9798,neutral or discontent
29252,neutral or discontent
4676,neutral or discontent
54633,neutral or discontent
101098,content
24887,neutral or discontent
117521,content
50523,neutral or discontent
1560,content
324,content
127069,neutral or discontent
58666,neutral or discontent
5401,neutral or discontent
123179,neutral or discontent
43848,content
72905,content
10044,content
44889,content
80957,content
34180,content
96120,content
62978,neutral or discontent
18419,neutral or discontent
65946,content
1199,neutral or discontent
39783,content
121777,content
76424,neutral or discontent
90156,content
55071,neutral or discontent
80917,content
31968,neutral or discontent
47163,neutral or discontent
73739,neutral or discontent
118216,content
53819,content
78502,neutral or discontent
110074,content
87220,neutral or discontent
22290,content
94307,content
108145,neutral or discontent
112870,content
70165,neutral or discontent
66828,neutral or discontent
11029,content
21955,neutral or discontent
21702,neutral or discontent
23653,content
105888,content
116119,content
100021,neutral or discontent
76879,content
39589,neutral or discontent
14854,content
106914,content
19758,content
115298,neutral or discontent
84992,neutral or discontent
19553,neutral or discontent
25768,neutral or discontent
50678,neutral or discontent
32896,neutral or discontent
105033,neutral or discontent
38720,content
34798,neutral or discontent
51051,neutral or discontent
99274,content
35736,neutral or discontent
78895,content
24939,content
105196,neutral or discontent
7223,neutral or discontent
79996,neutral or discontent
105872,neutral or discontent
57487,content
95764,neutral or discontent
37804,content
19781,content
79735,neutral or discontent
17969,neutral or discontent
72812,neutral or discontent
59864,neutral or discontent
124149,neutral or discontent
123785,content
57531,neutral or discontent
47039,neutral or discontent
73453,neutral or discontent
25423,neutral or discontent
124348,neutral or discontent
105977,neutral or discontent
10930,neutral or discontent
2655,neutral or discontent
125928,neutral or discontent
4149,neutral or discontent
28185,neutral or discontent
19345,neutral or discontent
92032,content
26630,neutral or discontent
105389,neutral or discontent
96147,neutral or discontent
1813,content
5472,neutral or discontent
13701,neutral or discontent
33957,neutral or discontent
118159,content
102408,neutral or discontent
6118,content
29280,neutral or discontent
81930,neutral or discontent
73891,content
67665,neutral or discontent
126133,content
39450,neutral or discontent
34241,neutral or discontent
70946,neutral or discontent
113775,neutral or discontent
66666,content
82447,neutral or discontent
32203,content
118129,neutral or discontent
63997,neutral or discontent
46270,neutral or discontent
52740,neutral or discontent
23538,content
110055,neutral or discontent
21189,neutral or discontent
74823,content
61601,content
1056,content
124667,content
15548,content
121323,neutral or discontent
15059,neutral or discontent
95204,neutral or discontent
31607,neutral or discontent
21860,neutral or discontent
13901,content
107015,neutral or discontent
125085,content
58729,neutral or discontent
21834,neutral or discontent
109841,neutral or discontent
16294,neutral or discontent
109305,neutral or discontent
17294,content
98392,neutral or discontent
27842,neutral or discontent
105487,neutral or discontent
46969,neutral or discontent
83776,content
73708,neutral or discontent
114851,content
3525,content
84407,neutral or discontent
62676,neutral or discontent
23048,content
988,neutral or discontent
12392,content
88145,content
74714,neutral or discontent
95487,content
113490,content
91750,content
96314,neutral or discontent
105242,neutral or discontent
71539,content
59217,neutral or discontent
92014,content
73416,neutral or discontent
95257,neutral or discontent
21435,neutral or discontent
2240,neutral or discontent
53145,neutral or discontent
45918,neutral or discontent
76081,neutral or discontent
26185,neutral or discontent
22686,neutral or discontent
115933,neutral or discontent
1805,content
29993,neutral or discontent
40342,neutral or discontent
37773,content
32270,neutral or discontent
115477,neutral or discontent
24294,neutral or discontent
115379,content
93233,content
57338,neutral or discontent
102309,content
114877,content
82753,content
51815,neutral or discontent
4881,neutral or discontent
26653,content
114814,content
93700,neutral or discontent
83167,neutral or discontent
102376,content
95450,neutral or discontent
53679,neutral or discontent
117282,content
91760,neutral or discontent
60914,content
93392,content
72884,content
31198,content
74236,neutral or discontent
33744,content
79632,neutral or discontent
52528,content
26747,neutral or discontent
99487,neutral or discontent
30290,content
20203,neutral or discontent
84633,neutral or discontent
53294,neutral or discontent
13692,content
111894,neutral or discontent
31476,content
79537,neutral or discontent
120247,neutral or discontent
87021,content
110097,neutral or discontent
121756,content
48708,content
46061,neutral or discontent
100296,content
73621,content
46230,content
66803,neutral or discontent
58428,neutral or discontent
19940,neutral or discontent
22102,content
67256,neutral or discontent
23185,neutral or discontent
113726,neutral or discontent
108793,content
19416,content
100254,content
91769,content
24598,content
67764,content
96484,neutral or discontent
98907,content
26499,content
85732,content
74954,content
128484,neutral or discontent
96734,content
43283,content
83023,content
112540,content
58421,neutral or discontent
88693,neutral or discontent
57967,neutral or discontent
80973,content
125860,neutral or discontent
96412,neutral or discontent
83421,neutral or discontent
993,neutral or discontent
74658,neutral or discontent
113059,content
52888,content
73057,content
21011,content
106212,neutral or discontent
124632,neutral or discontent
88911,neutral or discontent
46880,content
71308,content
95449,content
15745,content
80825,neutral or discontent
51710,content
21004,neutral or discontent
29949,content
69637,content
73307,content
18730,content
59951,content
22240,neutral or discontent
84904,neutral or discontent
31050,neutral or discontent
38801,neutral or discontent
30842,neutral or discontent
29156,content
63279,content
348,neutral or discontent
52599,neutral or discontent
96384,neutral or discontent
105797,neutral or discontent
42058,neutral or discontent
33237,content
63524,content
38327,neutral or discontent
11947,neutral or discontent
70469,neutral or discontent
95966,content
31726,neutral or discontent
100308,content
45202,content
59634,neutral or discontent
82371,neutral or discontent
66486,neutral or discontent
118953,content
44768,content
116326,neutral or discontent
116252,neutral or discontent
35377,neutral or discontent
101067,neutral or discontent
14920,content
99533,neutral or discontent
23765,content
113631,content
27878,neutral or discontent
67834,content
11318,neutral or discontent
102571,content
5789,content
77439,neutral or discontent
3349,content
104011,neutral or discontent
50142,content
86233,content
78146,content
20316,neutral or discontent
100341,neutral or discontent
5990,content
40347,content
34999,neutral or discontent
9217,content
48940,content
15175,content
86238,neutral or discontent
75710,content
